Application Ref,Decision,Score,Risk Level,Approved Amount,Approved Term,Monthly Repayment,Total Repayable,Monthly Income,Monthly Expenses,Monthly Disposable,Post-Loan Disposable,Months Observed,Overdraft Days per Month,Income Stability Score,Risk Flags,Decline Reasons,Affordability Score,Income Quality Score,Account Conduct Score,Risk Indicators Score
Record_747827,APPROVE,78.3,Low,350,6,116.67,700,3137.38,1851.42,1285.96,1169.29,12,1.5,56.6,Active HCSTC (90d): 2 lenders; Overdraft: 18 days,,30,17.8,19.5,11
Record_747951,REFER,54.2,High,0,0,0,0,2106.91,5886.09,-3779.18,-3895.85,2,11.5,50,Active HCSTC (90d): 2 lenders; Failed payments (45d): 1; Overdraft: 23 days,,12,15.7,17.5,9
Record_747975,REFER,78.3,Low,0,0,0,0,11069.42,4192.53,6876.89,6760.22,13,3.92,67.9,Active HCSTC (90d): 7 lenders; Overdraft: 51 days,,30,23.8,17.5,7
Record_748032,REFER,89.9,Low,0,0,0,0,3543.38,2724.12,819.25,702.59,12,2.5,82.5,Active HCSTC (90d): 7 lenders; Overdraft: 30 days,,30,33.4,19.5,7
Record_748060,REFER,60.3,Low,0,0,0,0,6647.43,8378.13,-1730.7,-1847.37,13,5.23,88.5,Active HCSTC (90d): 5 lenders; Overdraft: 68 days,,10,31.8,15.5,3
Record_748064,REFER,51.8,High,0,0,0,0,3762.57,1475.34,2287.23,2170.56,13,7.69,49.3,Active HCSTC (90d): 5 lenders; Failed payments (45d): 2; Overdraft: 100 days,,30,9.3,5.5,7
Record_748159,REFER,80.7,Low,0,0,0,0,2167.1,1877.37,289.73,173.07,12,21,90.3,Active HCSTC (90d): 5 lenders; Overdraft: 252 days,,28,30.2,15.5,7
Record_748244,APPROVE,81.3,Low,350,5,140,700,3246.03,517.5,2728.53,2588.53,12,2.08,82,Active HCSTC (90d): 3 lenders; Overdraft: 25 days,,30,28.8,19.5,3
Record_748268,REFER,80.3,Low,0,0,0,0,3334.94,2011.85,1323.09,1206.42,12,14.5,90.5,Active HCSTC (90d): 2 lenders; Overdraft: 174 days,,30,31.8,15.5,3
Record_748279,REFER,56.3,High,0,0,0,0,2827.11,4107.05,-1279.94,-1396.61,13,23.85,87.4,Active HCSTC (90d): 3 lenders; Failed payments (45d): 2; Overdraft: 310 days,,12,31.8,5.5,7
Record_748281,REFER,67.8,Low,0,0,0,0,5318.54,5715.97,-397.42,-514.09,12,7.08,83.1,Active HCSTC (90d): 1 lenders; Overdraft: 85 days,,12,31.3,15.5,9
Record_748296,REFER,79.8,Low,0,0,0,0,4249.7,3705.25,544.45,427.78,12,4.75,75.7,Active HCSTC (90d): 6 lenders; Overdraft: 57 days,,30,25.3,17.5,7
Record_748301,APPROVE,83.2,Low,350,5,140,700,2398.88,603.49,1795.39,1655.39,12,18,83.9,Overdraft: 216 days,,30,25.7,15.5,12
Record_748557,REFER,51.8,High,0,0,0,0,349.92,2600.68,-2250.76,-2367.42,13,0.85,86.9,Active HCSTC (90d): 2 lenders; Overdraft: 11 days; High DTI: 197.6%,,0,29.3,19.5,3
Record_749100,REFER,73.3,Low,0,0,0,0,3797.91,2892.64,905.27,788.6,2,7.5,50,Active HCSTC (90d): 2 lenders; Overdraft: 15 days,,30,14.8,19.5,9
Record_749193,APPROVE,82.8,Low,350,6,116.67,700,8712.67,7076.93,1635.73,1519.06,13,2.77,92.8,Overdraft: 36 days; High DTI: 46.4%,,26,29.3,17.5,10
Record_749247,REFER,76.3,Low,0,0,0,0,2878.77,2691.19,187.58,70.91,12,20.75,82.2,Active HCSTC (90d): 2 lenders; Overdraft: 249 days,,24,31.8,15.5,5
Record_749364,REFER,66.7,Low,0,0,0,0,1444.39,2132.87,-688.48,-805.14,13,0,89.9,High DTI: 42.1%,,8,30.2,21.5,7
Record_749441,REFER,78.3,Low,0,0,0,0,9328.87,7855.01,1473.86,1357.2,13,7.08,80.5,Active HCSTC (90d): 3 lenders; Overdraft: 92 days,,28,31.8,15.5,3
Record_749474,APPROVE,73.3,Low,350,5,140,700,3110.46,2662.65,447.81,307.81,1,4,50,Active HCSTC (90d): 1 lenders,,30,14.8,19.5,9
Record_749514,DECLINE,0,Very High,0,0,0,0,851.71,91.93,759.78,643.11,4,5.5,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_749576,REFER,76.2,Low,0,0,0,0,2594.45,2057.35,537.11,420.44,13,12.62,95.7,Active HCSTC (90d): 5 lenders; Overdraft: 164 days,,28,27.7,15.5,5
Record_749584,REFER,63.3,Low,0,0,0,0,2957.2,3226.78,-269.58,-386.24,12,1.92,81,Active HCSTC (90d): 4 lenders; Overdraft: 23 days; High DTI: 55.1%,,5,31.8,19.5,7
Record_749591,APPROVE,74.7,Low,350,6,116.67,700,3477.15,2309.63,1167.52,1050.85,13,14.31,78.3,Active HCSTC (90d): 2 lenders; Overdraft: 186 days,,30,26.2,15.5,3
Record_749662,APPROVE,82.3,Low,350,6,116.67,700,4725.65,4551.87,173.78,57.11,13,0.23,74.7,Gambling: 0.5% of income; Active HCSTC (90d): 1 lenders,,26,27.8,19.5,9
Record_749724,REFER,72.3,Low,0,0,0,0,7039.54,3979.54,3060,2943.33,6,2.33,59.2,Active HCSTC (90d): 6 lenders; Overdraft: 14 days,,28,17.8,19.5,7
Record_749785,REFER,66.7,Low,0,0,0,0,3582.93,3529.98,52.96,-63.71,13,18.85,87.1,Active HCSTC (90d): 1 lenders; Overdraft: 245 days,,14,30.2,15.5,7
Record_749960,REFER,79.8,Low,0,0,0,0,5597.03,2854.98,2742.04,2625.38,12,9.67,96.1,Active HCSTC (90d): 8 lenders; Overdraft: 116 days,,30,29.3,15.5,5
Record_749988,REFER,87.9,Low,0,0,0,0,2221.69,912.08,1309.61,1192.95,12,20.42,94.2,Active HCSTC (90d): 2 lenders; Overdraft: 245 days,,30,33.4,15.5,9
Record_750063,APPROVE,78.8,Low,350,6,116.67,700,3680.77,996.31,2684.46,2567.79,13,1.31,60.4,Active HCSTC (90d): 1 lenders; Overdraft: 17 days,,30,23.8,19.5,5.5
Record_750097,REFER,72.3,Low,0,0,0,0,4145.02,1941.3,2203.72,2087.06,12,3.42,69.8,Active HCSTC (90d): 12 lenders; Overdraft: 41 days,,28,23.8,17.5,3
Record_750159,REFER,76.8,Low,0,0,0,0,8750.61,849.17,7901.44,7784.78,1,0,50,Active HCSTC (90d): 3 lenders,,30,17.8,21.5,7.5
Record_750292,APPROVE,84.8,Low,350,5,140,700,3052.05,1161.23,1890.82,1750.82,13,0.77,91.7,Active HCSTC (90d): 1 lenders,,30,28.3,19.5,7
Record_750293,REFER,71.3,Low,0,0,0,0,6766.19,4684.93,2081.26,1964.59,13,24.92,71,Active HCSTC (90d): 1 lenders; Failed payments (45d): 2; Overdraft: 324 days,,30,27.8,5.5,8
Record_750309,APPROVE,84.3,Low,350,6,116.67,700,3200.14,2052.53,1147.61,1030.94,12,1.58,63.5,Overdraft: 19 days,,30,23.8,19.5,11
Record_750317,REFER,89,Low,0,0,0,0,2520.77,1862.8,657.97,541.3,9,0.78,82.6,Active HCSTC (90d): 4 lenders,,30,32.5,19.5,7
Record_750414,REFER,58.3,High,0,0,0,0,3263.48,3216.88,46.6,-70.07,13,17.62,78.1,Active HCSTC (90d): 8 lenders; Overdraft: 229 days,,12,27.8,15.5,3
Record_750484,REFER,77.834,Low,0,0,0,0,2622.1,2477.76,144.34,27.67,13,1.15,81.3,Overdraft: 15 days,,21.534,29.8,19.5,7
Record_750537,REFER,65.3,Low,0,0,0,0,4595.37,2279.93,2315.44,2198.78,12,14.75,87.3,Gambling: 2.4% of income; Active HCSTC (90d): 6 lenders; Failed payments (45d): 1; Overdraft: 177 days,,30,31.8,5.5,-2
Record_750552,REFER,83.8,Low,0,0,0,0,2504.8,2221.99,282.82,166.15,13,0.23,92.4,Active HCSTC (90d): 6 lenders,,28,29.3,19.5,7
Record_750614,REFER,84.7,Low,0,0,0,0,2267.55,1135.73,1131.82,1015.15,12,2,91.5,Active HCSTC (90d): 2 lenders; Overdraft: 24 days,,30,30.2,19.5,5
Record_750776,DECLINE,0,Very High,0,0,0,0,3147.91,1972.77,1175.14,1058.48,13,1.23,13.7,,Behavioural gate: extremely low income stability score (13.7 < 25),,,,
Record_750806,APPROVE,86.3,Low,350,6,116.67,700,5614.04,2358.59,3255.45,3138.78,13,19.62,95.3,Active HCSTC (90d): 1 lenders; Overdraft: 255 days,,30,31.8,15.5,9
Record_750809,REFER,73.8,Low,0,0,0,0,5366.37,2455.29,2911.08,2794.41,12,0.25,58.7,Active HCSTC (90d): 8 lenders,,28,17.8,19.5,8.5
Record_750863,REFER,70.3,Low,0,0,0,0,9864.54,9553.88,310.66,193.99,13,11.23,50.2,Active HCSTC (90d): 4 lenders; Overdraft: 146 days,,30,17.8,15.5,7
Record_750926,REFER,66.3,Low,0,0,0,0,3883.52,4067.82,-184.31,-300.97,13,1.62,64.9,Active HCSTC (90d): 1 lenders; Overdraft: 21 days,,12,23.8,19.5,11
Record_751085,APPROVE,74.3,Low,350,6,116.67,700,2343.43,1261.63,1081.8,965.13,13,2,58.3,Active HCSTC (90d): 2 lenders; Overdraft: 26 days,,30,17.8,19.5,7
Record_751282,REFER,79.8,Low,0,0,0,0,2635.36,1831.49,803.88,687.21,12,3.5,70.5,Active HCSTC (90d): 5 lenders; Overdraft: 42 days,,30,25.3,17.5,7
Record_751646,REFER,86.3,Low,0,0,0,0,5408.56,2427.1,2981.46,2864.8,13,2.77,90.5,Active HCSTC (90d): 4 lenders; Overdraft: 36 days,,30,31.8,17.5,7
Record_751713,REFER,87.3,Low,0,0,0,0,2574.5,1672.84,901.66,785,13,1.31,73.6,Overdraft: 17 days,,30,27.8,19.5,10
Record_751809,REFER,84.3,Low,0,0,0,0,4033.56,3413.18,620.38,503.72,13,19.46,91.3,Active HCSTC (90d): 6 lenders; Overdraft: 253 days,,30,31.8,15.5,7
Record_751845,APPROVE,62.3,Low,350,4,172.62,690.48,5405.51,4763.87,641.65,469.03,12,3.33,46.4,Overdraft: 40 days,,30,11.8,17.5,3
Record_752039,REFER,80,Low,0,0,0,0,1944.7,1139.57,805.12,688.46,12,4.75,85.4,Failed payments (45d): 2; Overdraft: 57 days,,28,32.5,7.5,12
Record_752304,REFER,61.3,Low,0,0,0,0,3740.71,3667.43,73.28,-43.39,13,12.69,84.2,Active HCSTC (90d): 14 lenders; Overdraft: 165 days; High DTI: 58.0%,,7,31.8,15.5,7
Record_752411,REFER,78.3,Low,0,0,0,0,7962.51,3102.88,4859.63,4742.96,13,2.92,68.6,Active HCSTC (90d): 7 lenders; Overdraft: 38 days,,30,23.8,17.5,7
Record_752528,REFER,67.8,Low,0,0,0,0,2165.42,2312.52,-147.1,-263.76,13,0,92,Active HCSTC (90d): 3 lenders,,12,29.3,21.5,5
Record_752530,REFER,69.8,Low,0,0,0,0,4785.1,1460.25,3324.85,3208.18,2,2,50,Active HCSTC (90d): 4 lenders,,30,15.3,19.5,5
Record_752643,REFER,70.7,Low,0,0,0,0,6364.25,4443.62,1920.63,1803.97,13,0.85,59.7,Active HCSTC (90d): 2 lenders; Overdraft: 11 days,,28,16.2,19.5,7
Record_752784,REFER,68.9,Low,0,0,0,0,794.89,64.59,730.3,613.64,13,1,27.8,Overdraft: 13 days,,30,11.4,19.5,8
Record_752785,REFER,74.3,Low,0,0,0,0,1856.99,954.94,902.05,785.39,13,20.15,71.6,Failed payments (45d): 1; Overdraft: 262 days,,30,27.8,5.5,11
Record_752824,REFER,72.3,Low,0,0,0,0,5584.96,4510.36,1074.6,957.93,13,5.62,75.4,Active HCSTC (90d): 1 lenders; Overdraft: 73 days; High DTI: 49.6%,,26,27.8,15.5,3
Record_752918,REFER,74.3,Low,0,0,0,0,3235.11,2614.16,620.95,504.28,13,0.62,58,Active HCSTC (90d): 4 lenders,,30,17.8,19.5,7
Record_752994,REFER,75,Low,0,0,0,0,2030.11,1500.78,529.33,412.66,12,7,91.8,Active HCSTC (90d): 2 lenders; Failed payments (45d): 2; Overdraft: 84 days,,30,32.5,5.5,7
Record_753217,REFER,73.3,Low,0,0,0,0,14398.64,6129.27,8269.37,8152.7,13,0.69,57.5,Active HCSTC (90d): 4 lenders,,30,15.3,19.5,8.5
Record_753251,REFER,80.8,Low,0,0,0,0,10751.34,5981.78,4769.55,4652.89,13,0.92,59.9,Overdraft: 12 days,,30,17.8,19.5,13.5
Record_753278,REFER,60.2,Low,0,0,0,0,6521.14,2793.31,3727.83,3611.17,13,12.38,34.6,Active HCSTC (90d): 15 lenders; Overdraft: 161 days,,30,7.7,15.5,7
Record_753365,REFER,80.3,Low,0,0,0,0,12106.69,6989.73,5116.96,5000.29,13,13.54,91.2,Active HCSTC (90d): 3 lenders; Overdraft: 176 days,,30,31.8,15.5,3
Record_753728,REFER,83.3,Low,0,0,0,0,4151.91,1956.01,2195.9,2079.23,13,0.15,81.4,Gambling: 10.5% of income,,30,31.8,19.5,2
Record_753763,APPROVE,90.3,Low,350,6,116.67,700,5402.41,3579.21,1823.2,1706.53,3,2.67,88.1,Active HCSTC (90d): 1 lenders,,30,31.8,19.5,9
Record_753766,REFER,73.3,Low,0,0,0,0,3057.87,1116.49,1941.38,1824.71,13,20.92,90.1,Gambling: 0.1% of income; Failed payments (45d): 2; Overdraft: 272 days,,30,31.8,5.5,6
Record_753777,REFER,74.2,Low,0,0,0,0,6947.05,3713.5,3233.55,3116.88,13,19,74.5,Gambling: 1.4% of income; Active HCSTC (90d): 3 lenders; Overdraft: 247 days,,30,23.7,15.5,5
Record_753795,REFER,82.7,Low,0,0,0,0,4104.81,3062.98,1041.83,925.17,13,19.23,82.5,Active HCSTC (90d): 4 lenders; Overdraft: 250 days,,30,30.2,15.5,7
Record_753837,REFER,89.8,Low,0,0,0,0,3048.72,2195.51,853.21,736.55,13,1.08,74.2,Active HCSTC (90d): 1 lenders; Overdraft: 14 days,,30,27.8,19.5,12.5
Record_753942,APPROVE,81.8,Low,350,6,116.67,700,6228.83,3024.72,3204.11,3087.44,13,1.15,88.8,Gambling: 0.2% of income; Active HCSTC (90d): 2 lenders; Overdraft: 15 days,,30,31.3,19.5,1
Record_753995,REFER,67.3,Low,0,0,0,0,4334.38,4845.51,-511.13,-627.8,13,15.38,90.4,Active HCSTC (90d): 1 lenders; Overdraft: 200 days,,12,31.8,15.5,8
Record_754038,REFER,62.3,Low,0,0,0,0,3720.36,2897.84,822.52,705.86,4,1.25,43.8,Active HCSTC (90d): 6 lenders,,28,11.8,19.5,3
Record_754059,REFER,66.8,Low,0,0,0,0,1481.21,798.61,682.6,565.93,13,19.08,27.3,Gambling: 0.2% of income; Overdraft: 248 days,,30,11.3,15.5,10
Record_754105,REFER,82.3,Low,0,0,0,0,2917.87,1961.77,956.1,839.43,10,0.4,94.5,Active HCSTC (90d): 3 lenders; High DTI: 42.6%,,26,29.3,19.5,7.5
Record_754149,APPROVE,78.3,Low,350,5,140,700,4059.44,1354.59,2704.86,2564.86,13,7.38,82.8,Overdraft: 96 days,,30,29.8,15.5,3
Record_754316,APPROVE,77.3,Low,350,6,116.67,700,17405.51,14161.72,3243.79,3127.12,2,12.5,50,Overdraft: 25 days,,30,17.8,19.5,10
Record_754321,REFER,71.3,Low,0,0,0,0,1691.12,574.1,1117.02,1000.36,7,2.14,33.2,Overdraft: 15 days,,30,11.8,19.5,10
Record_754467,APPROVE,80.2,Low,350,6,116.67,700,2405.6,1477.39,928.22,811.55,13,14.38,80.5,Active HCSTC (90d): 1 lenders; Overdraft: 187 days,,30,27.7,15.5,7
Record_755038,APPROVE,83.2,Low,350,6,116.67,700,2909.62,540.28,2369.35,2252.68,13,1,66.4,Overdraft: 13 days,,30,20.2,19.5,13.5
Record_755062,REFER,62.7,Low,0,0,0,0,3477.45,3374.29,103.16,-13.5,13,16.54,79.3,Active HCSTC (90d): 7 lenders; Failed payments (45d): 1; Overdraft: 215 days,,16,26.2,13.5,7
Record_755073,APPROVE,86.7,Low,350,6,116.67,700,3473.81,2228.75,1245.06,1128.39,13,1.31,91.6,Active HCSTC (90d): 3 lenders; Overdraft: 17 days,,30,30.2,19.5,7
Record_755177,REFER,86.7,Low,0,0,0,0,5329.6,4204.16,1125.45,1008.78,13,0.38,81.7,Active HCSTC (90d): 4 lenders,,30,30.2,19.5,7
Record_755271,APPROVE,89.3,Low,350,6,116.67,700,2488.39,1332.62,1155.78,1039.11,13,0.85,76.1,Overdraft: 11 days,,30,27.8,19.5,12
Record_755420,REFER,76.7,Low,0,0,0,0,9471.1,8558.36,912.74,796.07,13,17.69,93.9,Gambling: 0.1% of income; Active HCSTC (90d): 5 lenders; Failed payments (45d): 1; Overdraft: 230 days,,30,30.2,13.5,3
Record_755423,REFER,57.3,High,0,0,0,0,10848.97,9571.29,1277.67,1161.01,13,9.08,47.9,Active HCSTC (90d): 3 lenders; Overdraft: 118 days; High DTI: 52.2%,,23,11.8,15.5,7
Record_755654,APPROVE,80.8,Low,350,5,140,700,2186.48,669.4,1517.08,1377.08,13,1.46,65.9,Overdraft: 19 days,,30,23.3,19.5,8
Record_755773,REFER,81.8,Low,0,0,0,0,3762.12,3019.72,742.4,625.73,13,1,86.6,Active HCSTC (90d): 4 lenders; Overdraft: 13 days,,30,29.3,19.5,3
Record_755957,REFER,90.7,Low,0,0,0,0,3394.43,2783.76,610.67,494,13,0,97.9,Active HCSTC (90d): 2 lenders,,30,30.2,21.5,9
Record_756090,APPROVE,85.4,Low,350,5,140,700,2119.39,1232.54,886.85,746.85,12,14.75,87.5,Active HCSTC (90d): 1 lenders; Overdraft: 177 days,,30,32.9,15.5,7
Record_756116,APPROVE,78.2,Low,350,6,116.67,700,2941.93,2482.45,459.48,342.81,13,13.92,98.9,Active HCSTC (90d): 3 lenders; Overdraft: 181 days,,30,27.7,15.5,5
Record_756233,APPROVE,72.3,Low,350,6,116.67,700,17747.92,1807.43,15940.5,15823.83,13,13.92,65.3,Active HCSTC (90d): 3 lenders; Overdraft: 181 days,,30,23.8,15.5,3
Record_756255,APPROVE,87.2,Low,350,5,140,700,4791.94,3771.57,1020.37,880.37,12,5.83,89.8,Overdraft: 70 days,,30,29.7,15.5,12
Record_756404,REFER,62.7,Low,0,0,0,0,3228.8,3309.4,-80.6,-197.27,13,0.69,91.9,Gambling: 0.3% of income; Active HCSTC (90d): 6 lenders,,12,30.2,19.5,1
Record_756415,REFER,78.7,Low,0,0,0,0,3176.9,2589.97,586.93,470.27,13,4.23,91.3,Active HCSTC (90d): 4 lenders; Overdraft: 55 days; High DTI: 47.5%,,26,30.2,17.5,5
Record_756602,APPROVE,80.4,Low,350,5,140,700,3188.71,1231.8,1956.91,1816.91,2,0,50,,,30,18.9,21.5,10
Record_756685,REFER,80.3,Low,0,0,0,0,3881.77,2760.37,1121.4,1004.73,13,16.31,78.2,Active HCSTC (90d): 4 lenders; Overdraft: 212 days,,30,27.8,15.5,7
Record_756787,REFER,80.3,Low,0,0,0,0,16309.93,7928.58,8381.35,8264.68,13,3.08,62.7,Active HCSTC (90d): 1 lenders; Overdraft: 40 days,,30,23.8,17.5,9
Record_756865,APPROVE,78.7,Low,350,6,116.67,700,5808.31,1231.94,4576.37,4459.7,13,15.54,79.1,Active HCSTC (90d): 3 lenders; Overdraft: 202 days,,30,26.2,15.5,7
Record_756879,REFER,76.2,Low,0,0,0,0,1992.68,1064.26,928.42,811.75,13,19.54,82.8,Active HCSTC (90d): 9 lenders; Overdraft: 254 days; High DTI: 44.3%,,26,27.7,15.5,7
Record_756892,APPROVE,75.3,Low,350,5,140,700,3612.78,766.55,2846.23,2706.23,2,7.5,50,Overdraft: 15 days,,30,15.8,19.5,10
Record_757003,APPROVE,84.3,Low,350,6,116.67,700,3476.62,2280.03,1196.6,1079.93,12,1,62.1,Overdraft: 12 days,,30,23.8,19.5,11
Record_757013,DECLINE,34.8,Very High,0,0,0,0,3782.92,3840.17,-57.24,-173.91,13,22.23,27.8,Active HCSTC (90d): 1 lenders; Failed payments (45d): 1; Overdraft: 289 days,,12,11.8,5.5,5.5
Record_757035,REFER,82.3,Low,0,0,0,0,3927.12,1243.04,2684.07,2567.41,13,16.69,83.2,Gambling: 0.1% of income; Active HCSTC (90d): 13 lenders; Overdraft: 217 days,,30,31.8,15.5,5
Record_757059,REFER,77.3,Low,0,0,0,0,6052.18,4796.36,1255.82,1139.16,13,1.08,68.1,Active HCSTC (90d): 9 lenders; Overdraft: 14 days,,28,23.8,19.5,6
Record_757148,REFER,79.8,Low,0,0,0,0,3177.1,2729.27,447.84,331.17,13,1.23,74.5,Active HCSTC (90d): 6 lenders; Overdraft: 16 days; High DTI: 40.2%,,26,27.8,19.5,6.5
Record_757159,APPROVE,90.3,Low,350,6,116.67,700,12405.97,2424.61,9981.36,9864.69,13,1.15,93.9,Active HCSTC (90d): 2 lenders; Overdraft: 15 days,,30,31.8,19.5,9
Record_757164,REFER,62.3,Low,0,0,0,0,3891.7,2930.49,961.21,844.55,13,21.77,79.9,Active HCSTC (90d): 26 lenders; Failed payments (45d): 2; Overdraft: 283 days; High DTI: 43.9%,,26,27.8,5.5,3
Record_757201,REFER,90.3,Low,0,0,0,0,4317.87,3956.36,361.5,244.84,13,1.38,85.7,Active HCSTC (90d): 2 lenders; Overdraft: 18 days,,30,31.8,19.5,9
Record_757218,REFER,85.3,Low,0,0,0,0,15024.44,9326.24,5698.21,5581.54,13,0.62,77.6,,,30,27.8,19.5,8
Record_757269,REFER,72.7,Low,0,0,0,0,5729.29,3959.17,1770.12,1653.45,13,4,64.7,Active HCSTC (90d): 3 lenders; Overdraft: 52 days,,30,22.2,17.5,3
Record_757289,APPROVE,85.7,Low,350,5,140,700,2211.88,1277.37,934.51,794.51,13,2.38,91.5,Active HCSTC (90d): 1 lenders; Overdraft: 31 days,,30,29.2,17.5,9
Record_757320,REFER,64.3,Low,0,0,0,0,3011.13,1266.94,1744.19,1627.53,13,19.54,74.4,Active HCSTC (90d): 6 lenders; Failed payments (45d): 1; Overdraft: 254 days,,28,27.8,5.5,3
Record_757474,REFER,74.8,Low,0,0,0,0,5908.25,5079.55,828.71,712.04,5,0,58.1,Active HCSTC (90d): 3 lenders,,30,17.8,21.5,5.5
Record_757703,REFER,56.8,High,0,0,0,0,14898.64,6501.13,8397.51,8280.84,13,14.62,58,Gambling: 1.1% of income; Active HCSTC (90d): 1 lenders; Failed payments (45d): 1; Overdraft: 190 days,,30,17.8,5.5,3.5
Record_757795,DECLINE,0,Very High,0,0,0,0,1969.85,463.75,1506.1,1389.43,12,0,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_757865,APPROVE,82.7,Low,350,6,116.67,700,2663.09,1611.25,1051.84,935.17,13,0.15,74.5,Active HCSTC (90d): 3 lenders,,30,26.2,19.5,7
Record_757972,REFER,62.3,Low,0,0,0,0,3476.6,4498.98,-1022.38,-1139.05,13,0.85,91.1,Active HCSTC (90d): 9 lenders; Overdraft: 11 days; High DTI: 43.9%,,8,31.8,19.5,3
Record_757979,REFER,81.7,Low,0,0,0,0,5811.91,931.34,4880.57,4763.9,13,1.69,75,Active HCSTC (90d): 2 lenders; Overdraft: 22 days,,30,23.7,19.5,8.5
Record_758070,APPROVE,82.7,Low,350,6,116.67,700,3164.99,2018.28,1146.7,1030.03,13,0.08,84.7,Active HCSTC (90d): 2 lenders,,30,30.2,19.5,3
Record_758308,REFER,72.2,Low,0,0,0,0,5445.98,4250.51,1195.47,1078.8,13,16.31,65.6,Active HCSTC (90d): 5 lenders; Overdraft: 212 days,,30,19.7,15.5,7
Record_758312,REFER,57.3,High,0,0,0,0,8610.99,6911.16,1699.83,1583.17,13,8.54,27.8,Active HCSTC (90d): 6 lenders; Overdraft: 111 days; High DTI: 55.0%,,23,11.8,15.5,7
Record_758405,APPROVE,88.3,Low,350,6,116.67,700,4104.83,3097.12,1007.71,891.04,13,1.77,81,Active HCSTC (90d): 2 lenders; Overdraft: 23 days,,30,31.8,19.5,7
Record_758613,APPROVE,82.7,Low,350,6,116.67,700,2278.72,476.02,1802.7,1686.03,13,3.69,93.1,Active HCSTC (90d): 2 lenders; Overdraft: 48 days,,30,27.7,17.5,7.5
Record_758645,REFER,80.3,Low,0,0,0,0,3516.67,2074.7,1441.98,1325.31,13,16.46,72.8,Active HCSTC (90d): 10 lenders; Overdraft: 214 days,,30,27.8,15.5,7
Record_759001,REFER,64.3,Low,0,0,0,0,3600.18,4102.19,-502.01,-618.68,13,13,95.9,Active HCSTC (90d): 5 lenders; Overdraft: 169 days,,12,31.8,15.5,5
Record_759117,REFER,69.8,Low,0,0,0,0,4288.44,3147.9,1140.54,1023.88,13,8.54,67.9,Active HCSTC (90d): 14 lenders; Overdraft: 111 days,,30,21.3,15.5,3
Record_759123,REFER,64.3,Low,0,0,0,0,6133.52,4644.04,1489.49,1372.82,13,1.31,46.2,Active HCSTC (90d): 7 lenders; Overdraft: 17 days; High DTI: 49.0%,,26,11.8,19.5,7
Record_759224,APPROVE,85.7,Low,350,5,140,700,4019.78,457.98,3561.8,3421.8,12,1.75,85.9,Overdraft: 21 days,,30,28.2,19.5,8
Record_759476,APPROVE,77.7,Low,350,6,116.67,700,3518.65,3279.08,239.57,122.9,13,6.23,65.9,Overdraft: 81 days,,28,22.2,15.5,12
Record_759548,REFER,49.3,High,0,0,0,0,4919.75,5094.99,-175.24,-291.9,13,24,91.1,Active HCSTC (90d): 6 lenders; Failed payments (45d): 1; Overdraft: 312 days; High DTI: 57.3%,,5,31.8,5.5,7
Record_759607,REFER,67.3,Low,0,0,0,0,4451.39,3359.42,1091.96,975.3,13,16.62,86.1,Active HCSTC (90d): 1 lenders; Failed payments (45d): 2; Overdraft: 216 days; High DTI: 52.0%,,23,31.8,5.5,7
Record_760429,REFER,84.3,Low,0,0,0,0,2669.89,1888.47,781.42,664.76,13,7.38,93.6,Active HCSTC (90d): 6 lenders; Overdraft: 96 days,,30,31.8,15.5,7
Record_760464,APPROVE,83.8,Low,350,6,116.67,700,2388.89,1571.45,817.44,700.77,13,0.46,72.1,Active HCSTC (90d): 2 lenders,,30,24.8,19.5,9.5
Record_760484,REFER,73.9,Low,0,0,0,0,4562.84,1991.98,2570.86,2454.19,2,2,50,Active HCSTC (90d): 5 lenders,,30,19.4,19.5,5
Record_760487,APPROVE,92.5,Low,350,5,140,700,3557.73,1707.26,1850.47,1710.47,3,0,97.5,Active HCSTC (90d): 1 lenders,,30,32,21.5,9
Record_760539,APPROVE,88.3,Low,350,6,116.67,700,2728.98,2162.4,566.58,449.91,13,0.31,74.4,Active HCSTC (90d): 2 lenders,,30,27.8,19.5,11
Record_760567,REFER,82.3,Low,0,0,0,0,6847.55,2547.08,4300.47,4183.8,13,5.23,94.2,Active HCSTC (90d): 30 lenders; Overdraft: 68 days,,30,31.8,15.5,5
Record_760645,REFER,62.7,Low,0,0,0,0,11664.33,5144.36,6519.97,6403.31,13,12.31,31.8,Active HCSTC (90d): 7 lenders; Overdraft: 160 days,,30,10.2,15.5,7
Record_760735,APPROVE,74.3,Low,350,6,116.67,700,6553.77,3664.08,2889.69,2773.02,13,9.23,65.4,Active HCSTC (90d): 1 lenders; Overdraft: 120 days,,30,23.8,15.5,5
Record_760830,REFER,86.3,Low,0,0,0,0,2483.52,2037,446.52,329.86,13,0.54,89.6,Active HCSTC (90d): 1 lenders,,28,31.8,19.5,7
Record_760907,REFER,82.3,Low,0,0,0,0,5841.34,2214.59,3626.76,3510.09,13,3.31,73.5,Active HCSTC (90d): 4 lenders; Overdraft: 43 days,,30,27.8,17.5,7
Record_761032,REFER,80.3,Low,0,0,0,0,23766.28,2537.45,21228.83,21112.17,6,2.17,76.5,Active HCSTC (90d): 13 lenders; Overdraft: 13 days,,30,27.8,19.5,3
